title,score,director,genre
super dark times,3.4245283018867925,kevin phillips,"dramas, independent movies, thrillers"
super deluxe,3.5602536997885834,thiagarajan kumararaja,"comedies, dramas, international movies"
super fast,3.5984848484848486,jason friedberg,"action, comedy"
super hot,3.5403930131004366,taylor king,horror
super jojo - yes yes vegetables song,3.5096359743040684,super jojo,kids
super me,3.522340425531915,zhang chong,"action & adventure, dramas, international movies"
super monsters and the wish star,3.5583700440528636,jacob joice,children & family movies
super monsters save christmas,3.55360824742268,steve ball,children & family movies
super monsters: once upon a rhyme,3.5376782077393076,steve ball,children & family movies
super monsters: santa’s super monster helpers,3.4191489361702128,steve ball,children & family movies
super monsters: the new class,3.5626242544731612,steve ball,children & family movies
super monsters: vida's first halloween,3.5172413793103448,"jacob joice, steve ball",children & family movies
super nani,3.4904030710172744,indra kumar,"comedies, dramas, international movies"
super rhino,3.5707269155206287,nathan greno,"action-adventure, animation, comedy"
super size me,3.608829568788501,morgan spurlock,special interest
super size me 2: holy chicken!,3.5315315315315314,morgan spurlock,"comedy, documentary, special interest"
super sleuths - midsomer murders,3.5363070539419086,janette clucas,documentary
superbad,3.607929515418502,greg mottola,"comedies, cult movies"
"superbug, super agent",3.5052966101694913,rudolf zehetgruber,"comedy, kids"
superchamp returns,3.4835051546391753,félix koch,comedy
supercon,3.6470588235294117,zak knutson,"action, comedy, young adult audience"
"superfish: billfish, with david attenborough",3.496039603960396,rick rosenthal,"documentary, special interest"
superfly,3.5720720720720722,gordon parks,"action & adventure, classic movies, dramas"
supergirl,3.4916666666666667,jesse warn,"tv action & adventure, tv sci-fi & fantasy"
supergrid,3.4966887417218544,dean lowell,"action, science fiction"
superlopez,3.53,javier ruiz caldera,"action & adventure, comedies, international movies"
superman returns,3.5363825363825363,bryan singer,"action & adventure, sci-fi & fantasy"
supernatural,3.5402173913043478,phil sgriccia,"classic & cult tv, tv action & adventure, tv horror"
superstar,3.4946120689655173,bruce mcculloch,comedies
supertornado: anatomy of a megadisaster,3.5782608695652174,thomas lucas,documentary
sur sapata,3.567245119305857,mangesh kanthale,"comedies, dramas, international movies"
sur: the melody of life,3.644230769230769,tanuja chandra,"dramas, international movies"
surat dari praha,3.607865168539326,angga dwimas sasongko,"dramas, international movies, romantic movies"
surf's up,3.559006211180124,"ash brannon, chris buck","children & family movies, comedies, sports movies"
surga yang tak dirindukan,3.49,kuntz agus,"dramas, faith & spirituality, international movies"
surga yang tak dirindukan 2,3.5843253968253967,"hanung bramantyo, meisa felaroze","dramas, faith & spirituality, international movies"
"surrender, dorothy",3.576687116564417,charles mcdougall,drama
surrender: hell!,3.514799154334038,john barnwell,"action, drama"
survival code,3.54,david frazee,"action, adventure, fantasy"
survival games,3.5382231404958677,sarik andreasyan,"action, science fiction, suspense"
survive,3.534736842105263,ben carland,"action, horror, suspense"
survive the night,3.5332618025751072,matt eskandari,"action, adventure"
survive the night (4k uhd),3.5326797385620914,matt eskandari,"action, adventure, suspense"
surviving america,3.5379377431906613,omegia keeys,"documentary, special interest"
surviving christmas,3.5251046025104604,mike mitchell,comedy
surviving the mount st. helens disaster,3.5968688845401173,sophie harris,"animals & nature, documentary"
surviving the storm,3.5040899795501024,deseria denelle,"drama, romance"
survivors guide to prison,3.546201232032854,matthew cooke,"documentary, special interest, suspense"
susanne bartsch: on top,3.522727272727273,"anthony caronna, alexander smith","documentaries, lgbtq movies"
suspiria,3.5294759825327513,luca guadagnino,"fantasy, horror"
sustainable,3.560126582278481,matt wechsler,documentaries
suzzanna: buried alive,3.565677966101695,"rocky soraya, anggy umbara","horror movies, international movies"
svaha: the sixth finger,3.548,jang jae-hyun,"international movies, thrillers"
swades,3.4235412474849096,ashutosh gowariker,"dramas, international movies"
swallows & amazons,3.5485436893203883,philippa lowthorpe,"adventure, kids"
swallows and amazons,3.6139630390143735,philippa lowthorpe,"action, drama, kids"
swami,3.5518672199170123,basu chatterjee,"dramas, independent movies, international movies"
swapnarajyam (the dreamland),3.459490740740741,ranji vijayan,"comedy, drama, romance"
swargakkunnile kuriakose,3.4457831325301207,emmanuvel n k,"drama, suspense"
swearnet live,3.5667311411992264,"mike smith, john paul tremblay, robb wells","comedies, international movies"
swearnet: the movie,3.595876288659794,warren p. sonoda,"comedies, international movies"
sweeney todd: the demon barber of fleet street,3.5835030549898166,tim burton,"dramas, horror movies, music & musicals"
sweet & sour,3.540650406504065,lee kae-byeok,"comedies, international movies, romantic movies"
sweet country,3.6082995951417005,warwick thornton,"drama, western"
sweet deception,3.538310412573674,timothy bond,suspense
sweet girl,3.566265060240964,brian andrew mendoza,"action & adventure, dramas"
sweet home carolina,3.5112866817155757,charlie vaughn,drama
sweet karma,3.593814432989691,andrew thomas hunt,"drama, suspense"
sweet mahogany 2: pure indulgence,3.5063559322033897,karlton t. clay,"romance, suspense"
sweet revenge,3.560344827586207,david morrissey,drama
sweet sunshine,3.5476190476190474,craig mcmahon,"romance, western"
sweet virginia,3.5913978494623655,jamie m. dagg,"dramas, independent movies, thrillers"
sweetheart,3.548582995951417,j.d. dillard,"horror movies, sci-fi & fantasy, thrillers"
swimming for gold,3.5419501133786846,hayley macfarlane,"comedy, kids"
swing and dance with little baby bum,3.4491150442477876,cannis holder,kids
swing hostess,3.4978540772532187,sam newfield,"arts, entertainment, and culture, drama"
swing vote,3.4688715953307394,david anspaugh,drama
swiped,3.6135458167330676,ann deborah fishman,comedies
swiss army man,3.501028806584362,"dan kwan, daniel scheinert","comedies, dramas, independent movies"
swiss family robinson,3.4360587002096437,edward ludwig,"action-adventure, family, survival"
switchin' the script,3.491247264770241,jason hewitt,comedy
switzerland,3.5355450236966823,sauvik kundu,"drama, kids, romance"
sword master,3.5791583166332663,derek yee,"action & adventure, dramas, international movies"
sword masters: two champions of shaolin,3.5662921348314605,cheh chang,"action & adventure, international movies"
sword of trust,3.5377551020408164,lynn shelton,"comedies, dramas, independent movies"
swordfish,3.52504816955684,dominic sena,action & adventure
sworn to justice,3.4412393162393164,paul maslak,"action, drama, suspense"
sx_tape,3.618951612903226,bernard rose,horror
sye raa narasimha reddy (hindi),3.5262605042016806,surrender reddy,action
sye raa narasimha reddy (malayalam),3.565031982942431,surrender reddy,action
sye raa narasimha reddy (tamil),3.5224719101123596,surrender reddy,action
sye raa narasimha reddy (telugu),3.5868200836820083,surender reddy,action
sylvia,3.6091101694915255,daniel oriahi,"dramas, international movies, thrillers"
sylvie's love,3.4535123966942147,eugene ashe,"drama, romance"
symphony in colorado,3.5720430107526884,mark knight director,"music videos and concerts, special interest"
symphony to flowers,3.5587668593448942,mark knight,"music videos and concerts, special interest"
symphony to iceland's gulfoss waterfall,3.537037037037037,mark knight,"music videos and concerts, special interest"
symptoma 20,3.464818763326226,"jesús enrique lópez vargas, athziri morales, brandon ray alba","arthouse, horror, science fiction"
synchronic,3.5095744680851064,"justin benson, aaron moorhead",thrillers
synchronicity,3.4468546637744035,jacob gentry,"fantasy, science fiction, suspense"
syrup,3.631637168141593,aram rappaport,"comedy, drama"
system crasher,3.5070257611241216,nora fingscheidt,"dramas, independent movies, international movies"
"sí, mi amor",3.5569620253164556,pedro flores maldonado,"comedies, international movies, romantic movies"
t-34,3.4731182795698925,aleksey sidorov,"action, drama, military and war"
t-34 (director's cut),3.5677966101694913,aleksey sidorov,"action, drama"
t-rex ranch - epic dinosaur quests,3.5461065573770494,aaron michael,kids
t-rex ranch - giant t-rex dinosaurs - dinosaur videos for kids,3.511,arron michael,kids
t-rex ranch dinosaur adventures,3.5061099796334014,aaron michael,kids
t-rex ranch summertime special,3.5153374233128836,moonbug entertainment,kids
t-rex ranch surprise jurassic dinosaur eggs!,3.5342612419700212,aaron michael,kids
ta ra rum pum,3.475054229934924,siddharth anand,"drama, international, kids"
taal,3.5475687103594082,subhash ghai,"dramas, international movies, music & musicals"
taana,3.589086859688196,yuvaraj subramani,comedy
taare zameen par,3.492827868852459,aamir khan,"dramas, international movies"
table manners,3.5865384615384617,leli maki,"comedies, dramas, international movies"
tabù,3.474,f.w. murnau,romance
"tad, the lost explorer and the secret of king midas",3.567864271457086,"enrique gato, david alonso","animation, kids"
tad: the lost explorer,3.4468546637744035,enrique gato,"adventure, comedy, kids"
tahaan,3.434640522875817,santosh sivan,"dramas, international movies"
tai pan,3.5805739514348787,daryl duke,drama
tainted blood,3.5513307984790874,david hinds,horror
taipei exchange,3.5475206611570247,hsiao ya-chuan,"comedy, drama"
takatak,3.570063694267516,milind zumber kavde,"comedy, international, young adult audience"
take a girl like you,3.5126953125,nick hurran,drama
take a stan,3.4199604743083003,janie sloan,"drama, suspense"
take care,3.569072164948454,liz tuccillo,comedy
take care good night,3.54868154158215,girish joshi,"drama, international"
take me,3.504158004158004,pat healy,"comedies, independent movies"
take me home tonight,3.53760162601626,michael dowse,"comedies, romantic movies"
take me to tarzana,3.5376569037656904,maceo greenberg,comedy
take my brother away,3.4355179704016914,han qing,"international tv shows, tv comedies, tv dramas"
take the 10,3.597457627118644,chester tam,comedies
"take the ball, pass the ball",3.4661016949152543,duncan mcmath,"documentaries, international movies, sports movies"
take this waltz,3.5303030303030303,sarah polley,"comedy, drama"
take your pills,3.5399590163934427,alison klayman,documentaries
takedown,3.389002036659878,raul inglis,action
taken,3.496023856858847,pierre morel,"action, drama"
taken in,3.5032188841201717,travis guba,"drama, suspense"
takers,3.563424947145877,john luessenhop,action & adventure
taking 5,3.4697286012526094,andrew waller,comedy
takizawa kabuki zero 2020 the movie,3.5105042016806722,hideaki takizawa,"international movies, music & musicals"
talaash,3.5497925311203318,reema kagti,"dramas, international movies, thrillers"
talak talak talak,3.5277777777777777,k n vaidyanath,drama
tale of tarot,3.5443548387096775,alexander hammett,"drama, romance"
talentime,3.567099567099567,yasmin ahmad,"dramas, international movies, romantic movies"
tales from the hood 2,3.646288209606987,"rusty cundieff, darin scott","cult movies, horror movies, independent movies"
tales of an american hoodrat,3.5833333333333335,brandon lunzman,"comedy, drama"
talk to her,3.59447983014862,pedro almodovar,international
tall girl,3.469917012448133,nzingha stewart,"children & family movies, comedies, romantic movies"
tall tale,3.5271966527196654,jeremiah chechik,"action-adventure, western"
tall tales from the magical garden of antoon krings,3.5129310344827585,"arnaud bouron, antoon krings",kids
talladega nights: the ballad of ricky bobby,3.5094142259414225,adam mckay,"action & adventure, comedies, sports movies"
taller than the trees,3.474835886214442,dean tucker,"action, drama, suspense"
tallulah,3.4733924611973395,sian heder,"dramas, independent movies"
tamanchey,3.5632530120481927,navneet behal,"action & adventure, international movies, romantic movies"
tamara,3.4659574468085106,jeremy haft,horror
tamasha,3.5,imtiaz ali,"dramas, international movies, romantic movies"
tambyacha vishnubala,3.461024498886414,pitambar kale,drama
tamizh padam 2,3.6297117516629713,c s amudhan,"comedy, drama, international"
"tammy pescatelli's ""way after school special""",3.4917695473251027,luca palanca,"arts, entertainment, and culture, comedy, special interest"
tammy pescatelli: finding the funny,3.4938900203665986,jay chapman,"arts, entertainment, and culture, comedy, special interest"
tan,3.507760532150776,adrian younge,"arthouse, drama, suspense"
tanda tanya,3.549689440993789,hanung bramantyo,"dramas, international movies"
tangerine,3.579822616407982,sean baker,"comedy, drama, suspense"
tangerines,3.5435729847494555,zaza urushadze,"action, drama"
tangled,3.52,"nathan greno, byron howard","action-adventure, animation, family"
tangled before ever after,3.579113924050633,"tom caulfield, stephen sandoval","animation, coming of age, fantasy"
tangled ever after,3.526315789473684,"nathan greno, byron howard","animation, family"
tango feroz,3.489130434782609,marcelo piñeyro,"classic movies, dramas, international movies"
tango with me,3.6269487750556793,mahmood ali-balogun,"dramas, international movies, romantic movies"
tanner hall,3.5622489959839356,"francesca gregorini, tatiana von furstenberg","drama, romance"
tanu weds manu,3.450108459869848,aanand rai,"comedies, dramas, international movies"
tapped out,3.5765199161425576,allan ungar,"action, adventure, drama"
tappinchukoleru,3.602,rudrapatla venugopal,"action, drama"
taqdeerwala,3.6127744510978044,k. muralimohana rao,"comedy, science fiction"
taramani,3.5775047258979207,ram,"dramas, independent movies, international movies"
tarek's situation,3.5107066381156318,wael ehsan,"comedies, international movies, romantic movies"
target,3.488372093023256,raditya dika,"comedies, horror movies, international movies"
target for tonight,3.668918918918919,harry watt,"military and war, special interest"
tarif de nuit,3.4966139954853275,julien seri,"international movies, thrillers"
tart,3.6287726358148893,christina wayne,"drama, suspense"
tartarus,3.5198807157057654,dave wascavage,"comedy, horror"
tarung sarung,3.5778688524590163,archie hekagery,"action & adventure, dramas, faith & spirituality"
tarzan,3.5061601642710474,reinhard klooss,"action, animation, drama"
tarzan & jane,3.505050505050505,steve loter,"action-adventure, animation"
tarzan 2,3.5521739130434784,brian smith,children & family movies
tarzan and the trappers,3.5069169960474307,h. bruce humberstone,action
tarzan ii,3.664335664335664,brian smith,"action-adventure, animation, coming of age"
tarzan the fearless,3.678800856531049,robert hill,"action, adventure"
tashan,3.5531914893617023,vijay krishna acharya,"action, international"
tattah,3.5816532258064515,sameh abdulaziz,"comedies, international movies"
tattoo nation,3.4508196721311477,eric schwartz,"documentary, special interest"
tatu,3.5261044176706826,don omope,"action & adventure, dramas, international movies"
tau,3.502169197396963,federico d'alessandro,"sci-fi & fantasy, thrillers"
taxi ballad,3.5196687370600412,daniel joseph,"dramas, international movies"
taxi blues,3.5757575757575757,pavel lungin,international
taxi driver,3.603711790393013,daniel oriahi,"comedies, dramas, independent movies"
taxi no. 9211,3.5149892933618845,milan luthria,"dramas, international movies, thrillers"
taylor swift reputation stadium tour,3.4853862212943634,paul dugdale,music & musicals
taylor tomlinson: quarter-life crisis,3.598360655737705,marcus raboy,stand-up comedy
tayo the little bus movie: mission ace,3.551307847082495,ryu jung-woo,children & family movies
tazzeka,3.473175965665236,jean-philippe gaud,"arthouse, comedy, special interest"
te3n,3.636165577342048,ribhu dasgupta,"dramas, international movies, thrillers"
teach us all,3.5073684210526315,sonia lowman,documentaries
teacher's pet,3.486652977412731,timothy björklund,"animation, comedy, family"
team america: world police,3.5635593220338984,trey parker,"action & adventure, comedies, cult movies"
team foxcatcher,3.480651731160896,jon greenhalgh,"documentaries, sports movies"
"team hot wheels, build the epic race",3.5121951219512195,matt danner,"animation, kids"
"team hot wheels, skills to thrill",3.3747252747252747,matt danner,"animation, kids"
tear the roof off: the untold story of parliament funkadelic,3.4892578125,bobby j. brown,documentary
tears of the sun,3.644230769230769,antoine fuqua,"action & adventure, dramas"
teary of love,3.562637362637363,emeka ukaegbu,"drama, romance"
technoland musicland,3.4659318637274548,pipalupa animation,"animation, kids"
technotise: edit & i,3.4979591836734696,"aleksa gajic, nebojsa andric, stevan djordjevic","animation, drama, science fiction"
tee shot: ariya jutanugarn,3.4664502164502164,tanawat aiemjinda,"children & family movies, dramas, international movies"
teefa in trouble,3.5639269406392695,ahsan rahim,"action & adventure, comedies, international movies"
teen aur aadha,3.482532751091703,dar gai,"dramas, independent movies, international movies"
teen beach 2,3.5144927536231885,jeffrey hornaday,"fantasy, musical"
teen beach movie,3.5793814432989692,jeffrey hornaday,"coming of age, fantasy, musical"
teen lust,3.413592233009709,blaine thurier,"comedy, horror"
teen patti,3.567816091954023,leena yadav,"dramas, international movies, thrillers"
teen spirit,3.538302277432712,gil junger,"buddy, comedy, coming of age"
teenage bank heist,3.508522727272727,doug campbell,"action, suspense"
teenage cocktail,3.516194331983806,john carchietta,"dramas, independent movies, lgbtq movies"
teenage mutant ninja turtles,3.4831460674157304,kevin munroe,"children & family movies, comedies"
teenage mutant ninja turtles ii: the secret of the ooze,3.5159680638722555,michael pressman,"children & family movies, comedies"
teenage mutant ninja turtles: the movie,3.5221518987341773,steve barron,"action & adventure, comedies"
teenage wasteland,3.5504115226337447,travis travieso,horror
teenkahon,3.574468085106383,bauddhayan mukherji,"comedy, international"
tees maar khan,3.53680981595092,farah khan,"comedies, international movies, music & musicals"
teeth,3.511247443762781,mitchell lichtenstein,horror
tehreer,3.489082969432314,madasir dar,drama
tekken,3.5073068893528183,dwight h. little,"action, science fiction"
tel aviv on fire,3.5615550755939527,sameh zoabi,comedy
telephone operator,3.5842105263157893,scott pembroke,"action, drama, suspense"
tell it to the bees,3.561974789915966,annabel jankel,"drama, lgbtq, romance"
tell me when,3.5394456289978677,gerardo gatica,"comedies, international movies"
tell me who i am,3.4940944881889764,ed perkins,documentaries
tellur aliens,3.6036217303822937,einar gabbassov,children & family movies
tempest eye,3.4138943248532287,kris kertenian,action
templar nation,3.5328227571115973,brian vance,"adventure, drama"
temple,3.510183299389002,michael barrett,"horror movies, independent movies"
temporada de caza,3.622983870967742,natalia garagiola,"dramas, international movies"
tempt raja,3.5122494432071267,veernala rama krishna rao,"comedy, drama"
temptation,3.5733590733590734,eurika pratts,"drama, romance"
ten minutes to midnight,3.395959595959596,erik bloomquist,horror
ten years,3.519348268839104,"jevons au, zune kwok, chow kwun-wai, ng ka-leung, wong fei-pang","dramas, independent movies, international movies"
tenacious d in the pick of destiny,3.565315315315315,liam lynch,"comedies, cult movies, music & musicals"
tender loving care,3.534764826175869,dewi humphries,drama
tenderness,3.5676532769556024,john polson,"drama, suspense"
tenkai knights - rise of the knights,3.6316964285714284,mitsuru hongo,"anime, kids"
tennessee queer,3.507399577167019,earl goshorn,"comedy, drama, lgbtq"
tennessee whiskey: the dean dillon story,3.5631364562118124,cole claassen,documentary
tequila flavored cigarettes,3.5392156862745097,bobby mcgruther,"comedy, drama"
teraa surroor,3.527462121212121,shawn arranha,"action, drama, romance"
tere naal love ho gaya,3.430735930735931,mandeep kumar,"comedies, international movies, romantic movies"
term life,3.4990138067061145,peter billingsley,"dramas, thrillers"
terminal exposure,3.423747276688453,nico mastorakis,"action, comedy"
terminator 3: rise of the machines,3.4625,jonathan mostow,"action & adventure, sci-fi & fantasy"
terminator salvation,3.595505617977528,mcg,"action & adventure, sci-fi & fantasy"
terra,3.5640449438202246,"yann arthus-bertrand, michael pitiot","documentaries, international movies"
terrifier,3.4754797441364604,damien leone,"horror movies, independent movies, thrillers"
terror at bigfoot pond,3.5103950103950106,david rambaldi,"horror, suspense"
terror at blood fart lake,3.6550218340611353,chris seaver,horror
terror by night,3.582089552238806,roy william neill,"drama, suspense"
terror in a texas town,3.4345114345114345,joseph h. lewis,western
terror trap,3.5337301587301586,dan garcia,suspense
terrordactyl,3.5167714884696015,"don bitters, geoff reisner",science fiction
tersanjung the movie,3.5365853658536586,"hanung bramantyo, pandu adjisurya","dramas, international movies, romantic movies"
teshan,3.5652610441767068,sukhbir singh,"comedies, international movies, romantic movies"
test,3.5073529411764706,chris mason johnson,"arts, entertainment, and culture, lgbtq, romance"
testing title - parichey is using this title,3.522421524663677,tester,action
texans never cry,3.493576017130621,frank mcdonald,"special interest, western"
texas legionaires,3.503086419753086,joseph kane,western
texas storm squad,3.5440573770491803,natalie hewit,documentary
tezz,3.5371900826446283,priyadarshan,"action & adventure, international movies, music & musicals"
th eena meena deeka chase comedy show,3.4625850340136055,dheeraj berry,"kids' tv, tv comedies"
thaanaa serndha koottam,3.6173814898419865,vignesh shivan,"action, adventure, comedy"
thaandavam,3.540137614678899,vijay,"action & adventure, international movies, music & musicals"
thackeray (hindi),3.521505376344086,abhijit panse,"dramas, international movies"
thackeray (marathi),3.502049180327869,abhijit panse,"dramas, international movies"
thaen,3.4624145785876994,ganesh vinayakan,drama
thagaraaru,3.6006423982869378,ganesh vinaayac,"action, drama, suspense"
thai pirandhal vazhi pirakkum,3.561974789915966,a. k. velan,drama
thaimel aanai,3.5485981308411216,l. raja,"action, romance"
thalaivii (kannada),3.5391949152542375,a.l. vijay,drama
thalaivii (malayalam),3.528942115768463,a.l. vijay,drama
thalaivii (tamil),3.5639913232104123,a.l. vijay,drama
thalaivii (telugu),3.7245119305856833,a.l. vijay,drama
thallana,3.6123853211009176,sudarshan narayana,"drama, suspense"
thambi,3.498929336188437,jeethu joseph,"international movies, thrillers"
thamizh,3.5091277890466532,hari,"action, drama"
thanaha,3.5439453125,prakash kunjhan moorayil,"comedy, drama, suspense"
thank god it's friday,3.5473118279569893,robert klane,"arts, entertainment, and culture, comedy"
thank you,3.4938900203665986,anees bazmee,"comedies, international movies, romantic movies"
thao and the get down stay down,3.5200400801603204,baeble music,music videos and concerts
thappad,3.5440528634361232,anubhav sushila sinha,drama
thappad (4k uhd),3.598233995584989,anubhav sushila sinha,drama
thartharat,3.581589958158996,mahesh kothare,"action, comedy"
that darn cat,3.567484662576687,bob spiers,"animals & nature, comedy, family"
that darn cat!,3.5068093385214008,robert stevenson,"animals & nature, comedy, family"
that day we sang,3.473333333333333,victoria wood,"arts, entertainment, and culture, drama, romance"
that sugar film,3.5368852459016393,damon gameau,"documentary, special interest"
that thing called tadhana,3.534136546184739,antoinette jadaone,"dramas, international movies, romantic movies"
that uncertain feeling,3.4746450304259633,ernst lubitsc,comedy
thathi thavudhu manasu,3.592190889370933,azhagu rajasundaram,romance
thatrom thookrom,3.5386965376782076,arul s,"action, drama"
thavam,3.5424311926605503,sakthi paramesh,"drama, romance"
thayumanavan,3.398109243697479,saravanan,drama
the 101-year-old man who skipped out on the bill and disappeared,3.582150101419878,"felix herngren, måns herngren","comedies, international movies"
the 12th man,3.5454545454545454,harald zwart,"action & adventure, dramas, international movies"
the 24 hour war,3.469488188976378,"nate adams, adam carolla","documentaries, sports movies"
the 2nd,3.595617529880478,brian skiba,action & adventure
the 36th chamber of shaolin,3.5,liu chia-liang,"action, adventure"
the 3rd eye,3.48582995951417,rocky soraya,"horror movies, international movies"
the 3rd eye 2,3.54122621564482,rocky soraya,"horror movies, international movies"
the 41-year-old virgin who knocked up sarah marshall and felt superbad about it,3.5385356454720616,craig moss,comedy
the 4th company,3.585812356979405,"mitzi vanessa arreola, amir galvan cervera","action & adventure, dramas, international movies"
"the 5th king- iran ""the blade"" barkley story",3.5209251101321586,"luis libran, carl june","documentary, drama, sports"
the 8th night,3.567864271457086,kim tae-hyung,"horror movies, international movies, thrillers"
the 9th precinct,3.4926931106471817,ding-lin wang,"international movies, thrillers"
the a team: making a scene,3.563025210084034,joe carnahan,"action, adventure, comedy"
the a-list,3.5360934182590236,will bigham,"comedy, drama"
the a-team,3.4875717017208414,joe carnahan,action
the absent,3.5572289156626504,daniel calparsoro,"drama, horror, suspense"
the absent-minded professor,3.5311850311850312,robert stevenson,"comedy, family, science fiction"
the accidental spy,3.5685071574642127,roger russell,"action & adventure, comedies, international movies"
the accompanist,3.5238095238095237,frederick keeve,"drama, lgbtq, romance"
the accountant of auschwitz,3.613483146067416,matthew shoychet,"documentaries, international movies"
the act of reading,3.5228136882129277,mark blumberg,"comedy, documentary"
the adderall diaries,3.5232793522267207,pamela romanowsky,"dramas, thrillers"
the admiral was a lady,3.5294117647058822,albert s. rogell,"drama, military and war"
the adventure club,3.600663716814159,geoff anderson,children & family movies
the adventurer: the curse of the midas box,3.591633466135458,jonathan newman,"action, adventure, fantasy"
the adventurers,3.4626262626262627,ringo lam,action
the adventures of andré & wally b.,3.601293103448276,alvy smith,"animation, kids"
the adventures of bullwhip griffin,3.5217864923747277,james neilson,"action-adventure, comedy, family"
the adventures of huck finn,3.564516129032258,stephen sommers,"action-adventure, coming of age, drama"
the adventures of ichabod and mr. toad,3.5400390625,"jack kinney, clyde geronimi, james algar","action-adventure, animation, anthology"
the adventures of major miracle,3.47265625,james campbell,action
the adventures of mark twain,3.5207900207900207,will vinton,"action, animation, kids"
the adventures of petey and friends,3.656599552572707,qiao fang,"animation, kids"
the adventures of robert louis stevenson,3.56090373280943,andrew thompson,drama
the adventures of sharkboy and lavagirl,3.5435222672064777,robert rodriguez,children & family movies
the adventures of skippy the bush kangaroo,3.553169734151329,rob stewart,kids
the adventures of tartu,3.5212550607287447,harold s. bucquet,suspense
the adventures of thomas and felix,3.498015873015873,micah barber,"action, kids"
the adventures of tintin,3.5309168443496803,steven spielberg,children & family movies
the aerial,3.534090909090909,esteban sapir,"dramas, international movies, sci-fi & fantasy"
the aeronauts,3.5209205020920504,tom harper,"adventure, drama, romance"
the affairs of cappy ricks,3.567073170731707,ralph staub,"comedy, drama"
the african doctor,3.589108910891089,julien rambaldi,"comedies, dramas, international movies"
the african lion,3.4682377049180326,james algar,"animals & nature, documentary, family"
the african queen,3.4770742358078603,john huston,"adventure, drama, military and war"
the after party,3.5148619957537157,ian edelman,"comedies, music & musicals"
the age of shadows,3.5739219712525667,jee-woon kim,"action & adventure, dramas, international movies"
the aggression scale,3.4980237154150196,steven c. miller,"action, adventure, suspense"
the alamo,3.5709876543209877,john lee hancock,"action, adventure"
the alcàsser murders,3.539714867617108,elías león,"crime tv shows, docuseries, international tv shows"
the alliance,3.5273833671399593,robert l butler jr,action
the alpha test,3.5475161987041037,aaron mirtes,science fiction
the amazing adventure,3.60239651416122,alfred zeisler,"comedy, drama"
the amazing mr. blunden,3.533916849015317,lionel jeffries,"fantasy, suspense"
the amazing praybeyt benjamin,3.5010224948875255,wenn v. deramas,"action & adventure, comedies, international movies"
the ambassador's daughter,3.5881147540983607,norman krasna,comedy
the american,3.568888888888889,paul unwin,drama
the american bible challenge,3.5863095238095237,michael simon,reality tv
the american game,3.565524193548387,mostafa abu seif,"comedies, international movies, romantic movies"
the american meme,3.4966139954853275,bert marcus,documentaries
the american president,3.490343347639485,rob reiner,"comedies, dramas, romantic movies"
the amish and the reformation,3.6068627450980393,joseph j graber,"documentary, faith and spirituality"
the amish shunned,3.5107296137339055,callie t. wiser,documentary
the amityville horror,3.577755905511811,andrew douglas,horror movies
the angel,3.523702031602709,ariel vromen,"dramas, international movies, thrillers"
the angel of auschwitz,3.5030181086519114,terry coker,drama
the angry birds movie 2,3.5478615071283097,"thurop van orman, john rice","children & family movies, comedies"
the angry red planet,3.498913043478261,ib melchior,science fiction
the angry red planet - original version of the sci-fi classic!,3.5010593220338984,ib melchior,"action, horror, science fiction"
the animal people,3.472762645914397,"denis hennelly, casey suchan",documentaries
the ant's scream,3.5230607966457024,sameh abdulaziz,"comedies, dramas, international movies"
the apostate,3.5020964360587,federico veiroj,"comedies, dramas, international movies"
the app,3.539761431411531,elisa fuksas,"dramas, independent movies, international movies"
the app that stole christmas,3.553113553113553,monica floyd,"children & family movies, comedies"
the apple dumpling gang,3.6155378486055776,norman tokar,"comedy, family, western"
the apple dumpling gang rides again,3.5088757396449703,vincent mceveety,"comedy, family, western"
the appleseed cast,3.457608695652174,baeble music,music videos and concerts
the arbitration,3.6121794871794872,niyi akinmolayan,"dramas, international movies"
the aristocats,3.585294117647059,wolfgang reitherman,"action-adventure, animation, comedy"
the ark of disperata,3.5043196544276456,edoardo winspeare,"comedy, drama"
the art of loving,3.5172064777327936,maria sadowska,"dramas, international movies"
the art of skiing,3.4542410714285716,jack kinney,"animation, comedy, family"
the art of the steal,3.645360824742268,jonathan sobol,"action & adventure, comedies, independent movies"
the art of war,3.533203125,christian duguay,action & adventure
the art of war ii: betrayal,3.557651991614256,josef rusnak,"action, suspense"
the artist,3.4698189134808852,michel hazanavicius,"comedies, dramas, independent movies"
the ash lad: in search of the golden castle,3.4594017094017095,mikkel brænne sandemose,"action, science fiction"
the asian connection,3.5532359081419624,daniel zirilli,"action, suspense"
the assassination at sarajevo,3.5287128712871287,veljko bulajic,drama
the assignment,3.5552083333333333,christian duguay,"action, suspense"
the astral factor,3.5126050420168067,sue lyon,"horror, suspense"
the atlimeyaya file,3.534957627118644,hugo vivar,science fiction
the attorney,3.4827935222672064,woo-seok yang,drama
the autopsy of jane doe,3.5161637931034484,andré øvredal,"horror movies, independent movies, thrillers"
the awakening of motti wolkenbruch,3.5241090146750524,michael steiner,"comedies, dramas, international movies"
the awkward comedy show,3.5456349206349205,victor varnado,"arts, entertainment, and culture, comedy, special interest"
the b-side: elsa dorfman's portrait photography,3.4859154929577465,errol morris,documentaries
